drug_id,drug_name,manufacturer_country,license_holder,distribution_region,facility_type,initial_stock_units,stock_received_date,reorder_level,average_monthly_demand,delivery_frequency_days,lead_time_days,supplier_reliability_score,region_disease_outbreaks,season,transport_accessibility_score,power_stability_index,staff_availability_index,data_record_quality,storage_temperature,storage_humidity,FEFO_policy_implemented,warehouse_capacity_utilization,storage_condition_rating,stockout_occurred,expiry_rate_percent,forecast_error_percent,financial_loss_due_to_expiry_usd,delivery_delay_days,predicted_stockout_probability,expiry_risk_category,data_source
NDA/ANL/HHP/24031,Ibuprofen Tablets,Kenya,Abacus Pharma (Africa),Central,Pharmacy,1717.0,2022-12-02,349,6298,10,13,0.652,0,Dry,1.0,0.883,0.731,Moderate,24.5,67.5,1,0.583,Excellent,1,6.18,17.42,29.77,3,0.293,Medium,Simulated System Logs
NDA/ABX/HHP/24032,Ceftriaxone Injection,Kenya,MedPlus Uganda,Eastern,Health Centre IV,3224.0,2023-09-17,823,1067,11,21,0.755,0,Rainy,0.468,0.542,0.658,Moderate,22.7,72.2,1,0.299,Fair,1,4.81,25.75,262.16,1,0.421,Low,Field Survey
NDA/ABX/HHP/24033,Ceftriaxone Injection,India,Abacus Pharma (Africa),Western,Hospital,4284.0,2023-08-24,945,697,66,12,0.845,0,Dry,0.84,0.485,0.718,Moderate,28.2,59.5,0,0.483,Fair,0,6.79,19.72,1273.8,1,0.296,Medium,Scopus Research
NDA/CHR/HHP/24034,Artemether-Lumefantrine,India,MedPlus Uganda,Central,Health Centre IV,1017.0,2024-09-19,182,752,73,10,0.659,0,Rainy,0.716,0.692,0.664,Moderate,25.7,68.5,1,0.462,Fair,0,3.73,13.9,347.02,2,0.383,Low,Scopus Research
NDA/ABX/HHP/24035,Metformin Tablets,Uganda,Crown Pharmaceuticals,Western,Pharmacy,1841.0,2024-05-17,476,4599,61,22,0.794,0,Rainy,0.681,0.612,0.733,Moderate,26.6,72.5,1,0.082,Poor,0,4.96,14.44,107.83,2,0.368,Low,Field Survey
NDA/CHR/HHP/24036,Amlodipine Tablets,India,Abacus Pharma (Africa),Central,Health Centre IV,1419.0,2023-07-21,273,5838,65,11,0.85,0,Dry,0.758,0.77,0.779,High,20.2,51.0,0,0.785,Excellent,0,7.85,12.18,267.07,0,0.287,Medium,Scopus Research
NDA/ABX/HHP/24037,Co-trimoxazole Tablets,Kenya,Royal Pharma 2011 Ltd,Northern,Warehouse,7128.0,2023-04-29,1988,1715,16,17,0.923,0,Rainy,0.442,0.458,0.479,Poor,27.7,49.4,1,0.449,Fair,0,7.41,33.26,2211.43,1,0.423,Medium,Simulated System Logs
NDA/CHR/HHP/24038,Artemether-Lumefantrine,India,Ngoma Distributors,Eastern,Health Centre IV,1792.0,2023-08-09,423,4368,72,21,0.659,0,Dry,0.42,0.688,1.0,High,24.6,30.0,0,0.118,Excellent,0,7.41,6.14,311.8,7,0.316,Medium,Field Survey
NDA/CHR/HHP/24039,Metformin Tablets,Malaysia,HealthLink Ltd,Western,Clinic,252.0,2025-12-11,41,2237,51,20,0.861,0,Dry,0.461,0.449,0.886,High,12.8,49.1,1,0.356,Excellent,1,3.23,13.18,28.66,1,0.268,Low,Simulated System Logs
NDA/ANL/HHP/24040,Artemether-Lumefantrine,Netherlands,MedPlus Uganda,Western,Health Centre IV,4686.0,2022-10-29,1389,6755,50,20,0.906,0,Rainy,0.682,0.466,0.75,High,25.0,46.0,1,0.482,Excellent,0,0.98,8.82,559.87,0,0.221,Low,Field Survey
NDA/ARV/HHP/24041,Metformin Tablets,China,Royal Pharma 2011 Ltd,Northern,Health Centre IV,1743.0,2022-01-18,334,6238,86,24,0.944,0,Dry,0.466,0.48,0.987,High,25.8,86.1,0,0.637,Poor,0,10.96,4.43,797.83,0,0.327,Medium,Simulated System Logs
NDA/ANL/HHP/24042,Tenofovir-Lamivudine-Dolutegravir,Malaysia,Pharma Mart Ltd,Central,Clinic,1415.0,2022-05-17,344,5860,25,14,0.735,0,Rainy,0.64,0.889,0.814,High,24.6,87.4,1,0.565,Fair,1,4.56,4.93,327.51,0,0.289,Low,Simulated System Logs
NDA/MAL/HHP/24043,Doxycycline Capsules,China,Abacus Pharma (Africa),Eastern,Pharmacy,646.0,2023-02-10,174,1593,77,14,0.919,0,Dry,0.46,0.497,0.533,Moderate,32.1,69.1,1,0.101,Fair,1,7.08,30.36,75.03,0,0.276,Medium,Simulated System Logs
NDA/ABX/HHP/24044,Omeprazole Capsules,China,HealthLink Ltd,Eastern,Clinic,507.0,2025-11-12,104,4339,34,23,0.64,0,Rainy,0.381,0.334,0.705,Moderate,29.9,68.7,1,0.469,Fair,1,12.43,22.49,54.84,5,0.45,Medium,Field Survey
NDA/ABX/HHP/24045,Omeprazole Capsules,Kenya,Abacus Pharma (Africa),Central,Clinic,1185.0,2024-01-07,272,3037,21,24,0.521,0,Dry,0.586,0.834,0.734,Moderate,23.5,41.0,1,0.829,Excellent,1,3.82,10.53,20.34,7,0.556,Low,Simulated System Logs
NDA/ARV/HHP/24046,Doxycycline Capsules,India,Abacus Pharma (Africa),Western,Clinic,162.0,2025-09-09,27,2830,58,18,0.814,0,Rainy,0.61,0.438,0.799,High,28.7,62.4,0,0.244,Fair,0,6.46,2.61,10.37,1,0.233,Medium,Field Survey
NDA/MAL/HHP/24047,Ceftriaxone Injection,India,Ngoma Distributors,Central,Pharmacy,1186.0,2023-09-17,320,1043,87,17,0.904,0,Rainy,0.51,0.854,0.388,Poor,25.6,51.3,1,0.215,Fair,0,2.09,36.75,61.72,1,0.388,Low,Simulated System Logs
NDA/MAL/HHP/24048,Amlodipine Tablets,Kenya,Royal Pharma 2011 Ltd,Western,Pharmacy,2796.0,2022-05-12,594,597,18,22,0.523,0,Rainy,0.386,0.553,0.498,Poor,24.2,79.4,0,0.029,Fair,1,4.76,36.84,381.5,5,0.564,Low,Simulated System Logs
NDA/ARV/HHP/24049,Tenofovir-Lamivudine-Dolutegravir,China,Royal Pharma 2011 Ltd,Central,Health Centre IV,4757.0,2025-09-01,506,1392,15,15,0.926,0,Rainy,0.614,0.56,0.807,High,26.5,37.6,1,0.393,Fair,1,3.61,3.73,2382.15,0,0.207,Low,Scopus Research
NDA/ANL/HHP/24050,Ibuprofen Tablets,Kenya,Pharma Mart Ltd,Central,Clinic,975.0,2025-08-03,178,917,25,13,0.774,0,Dry,0.611,0.873,0.813,Moderate,23.5,58.1,1,0.126,Excellent,0,1.13,15.28,1.31,2,0.288,Low,Field Survey
NDA/CHR/HHP/24051,Paracetamol Tablets,Kenya,Pharma Mart Ltd,Western,Clinic,304.0,2025-06-27,49,4484,11,9,,1,Dry,0.342,0.665,0.983,High,20.4,71.4,1,0.677,Fair,0,5.22,4.79,3.59,1,0.358,Medium,Scopus Research
NDA/ARV/HHP/24052,Ibuprofen Tablets,India,Abacus Pharma (Africa),Central,Hospital,5653.0,2025-09-20,638,6756,62,14,0.75,0,Rainy,0.808,0.667,0.825,High,24.2,68.6,1,0.65,Excellent,0,5.18,7.61,103.14,1,0.26,Medium,Simulated System Logs
NDA/CHR/HHP/24053,Omeprazole Capsules,India,HealthLink Ltd,Eastern,Hospital,5014.0,2023-09-12,843,7669,16,12,0.912,0,Rainy,0.535,0.671,0.682,Moderate,27.5,52.1,0,0.309,Fair,0,7.01,14.37,759.4,0,0.258,Medium,Simulated System Logs
NDA/ABX/HHP/24054,Tenofovir-Lamivudine-Dolutegravir,Netherlands,Pharma Mart Ltd,Northern,Hospital,4451.0,2023-10-29,560,2736,26,30,,1,Rainy,0.402,0.475,0.774,Moderate,26.8,53.6,1,0.279,Fair,0,7.56,10.5,4173.76,4,0.66,Medium,Field Survey
NDA/CHR/HHP/24055,Amlodipine Tablets,Netherlands,Acme Pharma Ltd,Eastern,Warehouse,7040.0,2023-02-17,762,721,63,17,0.624,0,Dry,0.618,0.476,1.0,High,24.4,64.6,1,0.672,Excellent,0,7.77,9.26,1052.27,3,0.359,Medium,Field Survey
NDA/ARV/HHP/24056,Amlodipine Tablets,India,Ngoma Distributors,Western,Hospital,2463.0,2022-11-08,368,365,70,13,0.855,0,Rainy,0.6,0.957,0.562,Moderate,24.2,57.6,1,0.463,Excellent,0,5.21,25.17,448.83,2,0.338,Medium,Field Survey
NDA/ARV/HHP/24057,Artemether-Lumefantrine,China,MedPlus Uganda,Central,Hospital,2158.0,2022-08-01,381,6148,79,10,0.795,0,Dry,0.73,0.85,0.585,Moderate,25.7,59.6,1,0.013,Fair,0,4.58,13.66,991.8,0,0.225,Low,Field Survey
NDA/MAL/HHP/24058,Co-trimoxazole Tablets,China,Acme Pharma Ltd,Central,Hospital,5844.0,2024-07-23,1188,9777,71,16,0.853,1,Dry,0.808,0.648,0.67,Moderate,19.6,39.2,1,0.793,Excellent,0,6.25,24.64,916.22,2,0.406,Medium,Field Survey
NDA/ANL/HHP/24059,Metformin Tablets,China,Ngoma Distributors,Central,Clinic,1123.0,2025-12-09,271,1370,90,12,0.819,0,Dry,0.812,0.939,0.789,High,22.3,77.6,1,0.373,Fair,1,2.31,10.6,119.21,0,0.201,Low,Field Survey
NDA/ANL/HHP/24060,Paracetamol Tablets,India,Abacus Pharma (Africa),Northern,Health Centre IV,4321.0,2022-09-08,646,2808,82,21,0.593,0,Rainy,0.411,0.599,0.643,Moderate,28.2,63.6,1,0.352,Fair,0,2.84,22.15,51.3,3,0.528,Low,Simulated System Logs
NDA/ARV/HHP/24061,Amlodipine Tablets,Kenya,Pharma Mart Ltd,Eastern,Pharmacy,2261.0,2022-09-23,593,976,26,20,0.53,0,Rainy,0.283,0.52,0.647,Moderate,28.1,68.0,0,0.393,Fair,1,8.69,23.31,656.05,4,0.546,Medium,Scopus Research
NDA/ABX/HHP/24062,Doxycycline Capsules,India,Royal Pharma 2011 Ltd,Northern,Pharmacy,335.0,2024-02-08,64,1616,90,18,0.716,0,Dry,0.617,0.514,0.587,Moderate,16.8,61.6,0,0.297,Excellent,1,4.1,20.08,25.35,3,0.403,Low,Simulated System Logs
NDA/CHR/HHP/24063,Artemether-Lumefantrine,India,Acme Pharma Ltd,Northern,Hospital,4468.0,2024-01-27,466,228,63,18,0.808,0,Dry,0.308,0.457,0.536,Moderate,25.4,40.6,1,0.258,Fair,1,7.06,25.36,5000.0,1,0.403,Medium,Scopus Research
NDA/ABX/HHP/24064,Metformin Tablets,China,MedPlus Uganda,Western,Clinic,226.0,2022-08-01,27,2650,39,23,0.431,0,Dry,0.472,0.417,0.954,High,24.2,60.3,1,0.621,Excellent,1,7.83,2.75,60.74,10,0.445,Medium,Simulated System Logs
NDA/ARV/HHP/24065,Azithromycin Tablets,India,Royal Pharma 2011 Ltd,Central,Clinic,1287.0,2024-04-29,285,4904,60,12,0.544,0,Rainy,0.741,0.821,0.928,High,26.0,41.4,0,0.557,Fair,1,6.69,5.43,160.73,2,0.328,Medium,Simulated System Logs
NDA/CHR/HHP/24066,Amoxicillin Capsules,China,Crown Pharmaceuticals,Northern,Warehouse,7787.0,2025-05-29,1124,470,49,20,0.718,0,Rainy,0.459,0.329,0.292,Poor,28.3,74.5,0,0.382,Poor,1,8.45,43.14,1045.15,4,0.583,Medium,Simulated System Logs
NDA/ARV/HHP/24067,Omeprazole Capsules,India,Abacus Pharma (Africa),Western,Hospital,6112.0,2022-11-02,910,1019,44,21,0.818,0,Rainy,0.356,0.642,0.536,Moderate,19.7,74.0,1,0.187,Fair,0,2.84,16.2,620.02,2,0.412,Low,Scopus Research
NDA/MAL/HHP/24068,Co-trimoxazole Tablets,Malaysia,Acme Pharma Ltd,Central,Hospital,4466.0,2024-06-29,489,614,16,16,0.89,0,Dry,0.766,0.775,0.528,Moderate,26.5,62.3,1,0.567,Fair,0,6.75,29.47,1492.63,1,0.34,Medium,Simulated System Logs
NDA/MAL/HHP/24069,Paracetamol Tablets,Kenya,MedPlus Uganda,Central,Hospital,3999.0,2022-11-04,407,5386,7,16,0.859,0,Rainy,0.711,0.863,0.766,High,21.7,58.0,1,0.293,Excellent,0,1.51,12.56,27.52,1,0.184,Low,Field Survey
NDA/ABX/HHP/24070,Ceftriaxone Injection,China,Crown Pharmaceuticals,Western,Health Centre IV,4460.0,2024-11-17,452,7006,15,17,0.784,0,Rainy,0.48,0.648,1.0,High,19.7,64.2,1,0.147,Excellent,1,1.01,16.7,196.0,2,0.31,Low,Field Survey
NDA/CHR/HHP/24071,Paracetamol Tablets,China,Abacus Pharma (Africa),Central,Hospital,2793.0,2022-12-04,660,4953,66,16,0.763,0,Dry,0.771,0.828,0.8,High,20.2,64.4,0,0.751,Excellent,1,7.87,13.68,42.22,3,0.314,Medium,Scopus Research
NDA/CHR/HHP/24072,Artemether-Lumefantrine,Spain,MedPlus Uganda,Central,Pharmacy,1085.0,2022-10-16,307,4830,22,14,0.786,0,Rainy,0.608,0.771,0.848,High,26.0,65.9,1,0.762,Fair,1,7.79,8.3,600.4,2,0.264,Medium,Simulated System Logs
NDA/CHR/HHP/24073,Co-trimoxazole Tablets,China,Abacus Pharma (Africa),Eastern,Pharmacy,326.0,2025-05-27,50,7611,40,15,0.727,0,Rainy,0.493,0.413,0.605,Moderate,25.7,66.5,0,0.193,Fair,0,2.74,17.91,40.23,3,0.36,Low,Field Survey
NDA/ABX/HHP/24074,Amlodipine Tablets,India,Royal Pharma 2011 Ltd,Northern,Health Centre IV,4899.0,2023-01-14,715,4619,79,22,0.88,0,Dry,0.531,0.455,0.548,Moderate,20.9,30.0,0,0.771,Excellent,0,6.79,21.31,937.49,2,0.395,Medium,Field Survey
NDA/ABX/HHP/24075,Amlodipine Tablets,India,HealthLink Ltd,Central,Health Centre IV,2135.0,2025-08-22,246,2739,18,17,0.751,0,Dry,0.948,0.751,0.553,Moderate,25.5,68.1,0,0.297,Fair,0,4.06,22.96,266.52,2,0.35,Low,Field Survey
NDA/ARV/HHP/24076,Co-trimoxazole Tablets,Malaysia,Abacus Pharma (Africa),Central,Hospital,4720.0,2024-04-07,1133,4257,82,20,0.653,1,Rainy,0.718,0.871,0.81,High,23.3,55.8,1,0.541,Excellent,1,2.96,2.78,385.86,7,0.431,Low,Scopus Research
NDA/CHR/HHP/24077,Co-trimoxazole Tablets,India,Ngoma Distributors,Western,Pharmacy,1936.0,2022-06-30,524,2170,73,25,0.516,0,Dry,0.419,0.663,0.638,Moderate,25.9,76.6,1,0.221,Poor,1,7.99,20.9,578.71,6,0.519,Medium,Scopus Research
NDA/ARV/HHP/24078,Co-trimoxazole Tablets,India,Crown Pharmaceuticals,Western,Clinic,979.0,2022-01-31,132,5114,11,14,0.659,0,Dry,0.577,0.709,0.527,Moderate,26.6,73.1,0,0.48,Poor,0,7.73,23.47,231.72,3,0.403,Medium,Simulated System Logs
NDA/ARV/HHP/24079,Amoxicillin Capsules,China,HealthLink Ltd,Northern,Clinic,525.0,2025-03-18,132,8910,28,15,0.884,1,Rainy,0.318,0.614,0.829,High,26.5,65.7,1,0.407,Fair,0,4.74,13.2,42.51,0,0.354,Low,Field Survey
NDA/ARV/HHP/24080,Omeprazole Capsules,Kenya,Abacus Pharma (Africa),Central,Hospital,2998.0,2022-08-29,581,4964,37,20,0.654,0,Dry,0.668,0.647,0.658,Moderate,22.4,74.0,1,0.631,Fair,0,6.15,15.29,888.32,8,0.42,Medium,Simulated System Logs
NDA/ARV/HHP/24081,Azithromycin Tablets,China,Pharma Mart Ltd,Northern,Warehouse,9423.0,2025-12-26,2020,988,10,21,0.628,0,Dry,0.394,0.533,0.477,Poor,34.7,59.2,1,0.605,Fair,1,14.17,34.52,2134.24,2,0.553,Medium,Simulated System Logs
NDA/CHR/HHP/24082,Amoxicillin Capsules,China,Royal Pharma 2011 Ltd,Western,Hospital,3198.0,2022-01-14,530,5936,44,25,0.449,0,Dry,0.457,0.662,0.717,Moderate,24.3,54.9,0,0.41,Excellent,1,5.02,12.38,131.82,7,0.526,Medium,Scopus Research
NDA/ABX/HHP/24083,Paracetamol Tablets,Kenya,Royal Pharma 2011 Ltd,Central,Hospital,2838.0,2023-02-21,720,6352,35,11,0.871,0,Dry,0.785,0.841,0.381,Poor,24.9,59.3,1,0.142,Excellent,0,0.64,35.23,2.86,0,0.364,Low,Simulated System Logs
NDA/ANL/HHP/24084,Amlodipine Tablets,Malaysia,Pharma Mart Ltd,Western,Health Centre IV,2659.0,2025-04-15,722,240,10,9,0.917,0,Rainy,0.607,0.695,0.442,Poor,29.0,58.4,1,0.406,Fair,0,4.63,35.48,219.34,0,0.373,Low,Field Survey
NDA/ABX/HHP/24085,Doxycycline Capsules,Spain,Royal Pharma 2011 Ltd,Central,Health Centre IV,3263.0,2022-02-10,547,143,15,10,0.807,0,Dry,0.784,0.795,0.456,Poor,24.0,69.3,1,0.693,Excellent,0,3.16,32.38,117.58,1,0.439,Low,Scopus Research
NDA/ANL/HHP/24086,Doxycycline Capsules,China,Royal Pharma 2011 Ltd,Central,Clinic,552.0,2023-01-07,84,4355,34,15,0.58,1,Dry,0.591,0.665,0.689,Moderate,26.2,59.1,1,0.237,Fair,1,5.13,14.06,29.72,2,0.587,Medium,Scopus Research
NDA/MAL/HHP/24087,Ceftriaxone Injection,China,Royal Pharma 2011 Ltd,Central,Pharmacy,1397.0,2024-11-28,195,5934,22,11,0.412,0,Rainy,0.966,0.872,0.646,Moderate,21.3,67.6,1,0.416,Excellent,0,4.99,7.43,227.06,4,0.431,Low,Scopus Research
NDA/ANL/HHP/24088,Doxycycline Capsules,China,Acme Pharma Ltd,Central,Hospital,5838.0,2022-04-17,700,2425,55,24,0.78,0,Rainy,0.631,0.661,0.645,Moderate,21.2,67.1,1,0.695,Excellent,1,5.38,12.1,596.88,4,0.42,Medium,Field Survey
NDA/ABX/HHP/24089,Artemether-Lumefantrine,Uganda,MedPlus Uganda,Eastern,Clinic,738.0,2022-03-08,162,4364,23,14,0.881,0,Rainy,0.518,0.674,0.662,Moderate,18.3,71.2,1,0.168,Fair,0,2.48,20.23,318.97,1,0.307,Low,Simulated System Logs
NDA/MAL/HHP/24090,Metformin Tablets,Kenya,Royal Pharma 2011 Ltd,Central,Hospital,4691.0,2022-12-21,978,3382,60,13,0.581,0,Dry,0.925,0.653,0.648,Moderate,23.9,66.2,1,0.449,Excellent,1,4.0,21.67,159.08,2,0.33,Low,Scopus Research
NDA/CHR/HHP/24091,Ibuprofen Tablets,India,Abacus Pharma (Africa),Central,Clinic,1075.0,2024-10-14,212,1553,86,17,0.587,0,Rainy,0.74,0.674,0.737,Moderate,,62.2,1,0.534,Excellent,0,0.95,9.85,1.51,3,0.465,Low,Field Survey
NDA/CHR/HHP/24092,Amlodipine Tablets,Kenya,Royal Pharma 2011 Ltd,Central,Health Centre IV,3073.0,2023-12-24,719,3152,42,23,0.583,0,Dry,0.702,0.794,0.781,High,28.2,65.8,0,0.712,Fair,1,6.32,15.86,354.35,3,0.422,Medium,Field Survey
NDA/ANL/HHP/24093,Paracetamol Tablets,India,HealthLink Ltd,Central,Clinic,1344.0,2023-06-03,140,418,85,14,0.914,0,Dry,0.871,0.764,1.0,High,28.1,53.8,1,0.185,Fair,0,7.83,9.32,21.63,0,0.13,Medium,Field Survey
NDA/ABX/HHP/24094,Artemether-Lumefantrine,Spain,Acme Pharma Ltd,Central,Health Centre IV,2100.0,2024-08-20,429,9444,23,19,0.715,1,Dry,0.544,0.77,0.811,High,20.0,68.2,1,0.606,Excellent,1,4.08,10.82,1372.89,4,0.574,Low,Field Survey
NDA/CHR/HHP/24095,Artemether-Lumefantrine,Kenya,Acme Pharma Ltd,Western,Clinic,366.0,2025-01-20,94,1605,80,8,0.823,0,Dry,0.671,0.487,0.618,Moderate,23.2,66.4,0,0.491,Excellent,0,9.29,22.73,134.64,2,0.29,Medium,Scopus Research
NDA/MAL/HHP/24096,Amoxicillin Capsules,Kenya,Acme Pharma Ltd,Western,Hospital,3632.0,2023-09-10,584,4273,72,10,0.508,0,Rainy,0.745,0.621,0.844,High,22.0,71.1,1,0.623,Fair,1,7.07,3.51,450.96,1,0.35,Medium,Simulated System Logs
NDA/ARV/HHP/24097,Amlodipine Tablets,Uganda,Royal Pharma 2011 Ltd,Western,Clinic,1490.0,2025-07-13,274,5787,43,16,0.952,0,Dry,0.538,0.526,0.688,Moderate,23.2,71.0,1,0.082,Fair,0,2.97,13.79,176.14,0,0.252,Low,Simulated System Logs
NDA/CHR/HHP/24098,Ibuprofen Tablets,India,Royal Pharma 2011 Ltd,Central,Health Centre IV,2024.0,2024-11-09,538,4472,61,18,0.735,0,Rainy,0.755,0.707,0.694,Moderate,23.8,68.9,0,0.583,Excellent,1,4.2,2.17,7.52,1,0.349,Low,Field Survey
NDA/MAL/HHP/24099,Amlodipine Tablets,China,MedPlus Uganda,Western,Pharmacy,893.0,2025-04-09,215,1348,20,18,0.714,0,Rainy,0.66,0.668,0.495,Poor,20.1,46.3,0,0.601,Excellent,1,7.73,39.75,151.17,5,0.477,Medium,Simulated System Logs
NDA/ARV/HHP/24100,Omeprazole Capsules,India,Abacus Pharma (Africa),Central,Pharmacy,2461.0,2025-01-29,353,7929,13,14,0.788,0,Dry,0.753,0.64,0.764,High,24.1,39.6,0,0.672,Excellent,1,5.46,11.2,110.7,1,0.243,Medium,Scopus Research
NDA/ABX/HHP/24101,Metformin Tablets,Kenya,MedPlus Uganda,Northern,Health Centre IV,3212.0,2022-01-20,527,941,15,16,0.765,0,Dry,0.254,0.352,0.702,Moderate,22.1,41.2,1,0.371,Excellent,1,5.9,13.59,134.61,6,0.402,Medium,Simulated System Logs
NDA/ARV/HHP/24102,Amlodipine Tablets,Spain,Acme Pharma Ltd,Eastern,Clinic,1310.0,2025-06-01,287,562,10,17,0.808,0,Dry,0.615,0.457,0.775,High,21.1,57.1,1,0.533,Excellent,0,2.81,9.84,124.15,1,0.302,Low,Field Survey
NDA/CHR/HHP/24103,Artemether-Lumefantrine,Uganda,Pharma Mart Ltd,Central,Pharmacy,2311.0,2023-01-27,344,5262,32,22,0.465,0,Dry,0.807,0.727,0.737,Moderate,25.7,44.8,1,0.698,Fair,0,5.48,15.79,974.14,9,0.48,Medium,Field Survey
NDA/MAL/HHP/24104,Co-trimoxazole Tablets,Kenya,Pharma Mart Ltd,Central,Health Centre IV,4309.0,2025-02-25,811,7867,41,21,0.783,0,Dry,0.631,0.597,0.763,High,30.0,51.9,1,0.453,Fair,1,5.31,3.12,642.84,5,0.267,Medium,Simulated System Logs
NDA/ARV/HHP/24105,Doxycycline Capsules,India,Ngoma Distributors,Western,Pharmacy,1530.0,2025-07-29,197,5034,49,15,0.879,0,Dry,0.474,0.477,0.646,Moderate,29.9,65.5,0,0.523,Fair,0,12.18,25.05,209.75,0,0.334,Medium,Field Survey
NDA/ARV/HHP/24106,Amlodipine Tablets,Malaysia,Acme Pharma Ltd,Central,Health Centre IV,4470.0,2024-01-09,534,8161,68,18,0.368,0,Dry,0.776,0.814,1.0,High,27.8,54.3,0,0.708,Fair,1,6.56,3.93,875.33,3,0.458,Medium,Field Survey
NDA/MAL/HHP/24107,Metformin Tablets,India,Pharma Mart Ltd,Western,Pharmacy,342.0,2022-10-04,47,5264,62,15,0.536,0,Rainy,0.508,0.509,1.0,High,23.3,54.1,1,0.344,Excellent,1,4.63,1.18,38.45,2,0.382,Low,Simulated System Logs
NDA/MAL/HHP/24108,Metformin Tablets,Malaysia,HealthLink Ltd,Western,Pharmacy,2803.0,2022-05-20,834,4559,64,13,0.958,0,Rainy,0.779,0.664,0.715,Moderate,20.5,66.1,1,0.255,Excellent,0,5.62,16.18,263.57,0,0.18,Medium,Scopus Research
NDA/MAL/HHP/24109,Metformin Tablets,India,Pharma Mart Ltd,Eastern,Clinic,1135.0,2025-05-01,286,2633,47,17,0.74,0,Rainy,0.602,0.272,1.0,High,17.9,33.5,1,0.247,Excellent,0,3.3,8.49,17.98,1,0.282,Low,Simulated System Logs
NDA/CHR/HHP/24110,Co-trimoxazole Tablets,India,Ngoma Distributors,Central,Hospital,3893.0,2023-02-05,558,8454,44,14,0.749,0,Dry,0.631,0.671,0.525,Moderate,33.8,66.1,1,0.524,Fair,0,8.87,25.45,1544.03,2,0.344,Medium,Field Survey
NDA/ANL/HHP/24111,Co-trimoxazole Tablets,India,HealthLink Ltd,Western,Warehouse,7002.0,2024-02-19,2002,1386,43,15,0.9,0,Dry,0.672,0.475,0.566,Moderate,26.9,74.6,1,0.617,Poor,1,6.34,25.98,1191.28,0,0.283,Medium,Simulated System Logs
NDA/ARV/HHP/24112,Azithromycin Tablets,Kenya,Royal Pharma 2011 Ltd,Western,Clinic,739.0,2024-08-05,99,5203,87,16,0.825,0,Dry,0.264,0.507,1.0,High,26.2,69.9,0,0.775,Fair,0,3.47,4.97,34.35,1,0.373,Low,Scopus Research
NDA/CHR/HHP/24113,Co-trimoxazole Tablets,India,Crown Pharmaceuticals,Central,Health Centre IV,4387.0,2023-03-14,697,3861,81,22,0.777,0,Rainy,0.715,0.814,0.6,Moderate,20.1,56.9,0,0.345,Excellent,0,7.78,20.16,1216.6,5,0.396,Medium,Simulated System Logs
NDA/MAL/HHP/24114,Amlodipine Tablets,Netherlands,Pharma Mart Ltd,Central,Pharmacy,577.0,2024-01-31,155,573,43,25,0.528,0,Dry,0.672,0.751,0.378,Poor,21.2,73.9,0,0.099,Fair,1,8.57,33.36,132.71,6,0.559,Medium,Simulated System Logs
NDA/CHR/HHP/24115,Ceftriaxone Injection,India,Pharma Mart Ltd,Central,Clinic,923.0,2025-03-21,194,6055,64,12,0.632,0,Rainy,0.717,0.732,0.905,High,19.6,77.7,1,0.187,Fair,0,1.22,1.75,39.43,4,0.245,Low,Simulated System Logs
NDA/ABX/HHP/24116,Amoxicillin Capsules,China,Crown Pharmaceuticals,Western,Warehouse,7079.0,2023-05-14,925,1056,32,14,,0,Rainy,0.507,0.679,0.934,High,22.5,59.4,0,0.784,Excellent,0,7.12,6.25,523.39,2,0.348,Medium,Field Survey
NDA/CHR/HHP/24117,Tenofovir-Lamivudine-Dolutegravir,India,Ngoma Distributors,Western,Clinic,569.0,2025-04-01,111,7055,27,19,0.689,1,Rainy,0.498,0.464,0.675,Moderate,25.3,65.6,0,0.635,Fair,1,7.64,18.77,863.98,6,0.642,Medium,Simulated System Logs
NDA/CHR/HHP/24118,Amoxicillin Capsules,India,Abacus Pharma (Africa),Central,Health Centre IV,1263.0,2022-08-24,246,4672,46,15,0.846,0,Dry,0.769,0.848,0.681,Moderate,30.3,41.4,1,0.27,Fair,0,6.99,11.69,142.64,1,0.273,Medium,Field Survey
NDA/ABX/HHP/24119,Amlodipine Tablets,Kenya,Ngoma Distributors,Northern,Pharmacy,2505.0,2022-06-07,298,3691,87,22,0.575,0,Dry,0.238,0.483,0.691,Moderate,30.3,54.9,1,0.732,Fair,0,10.84,15.1,387.74,6,0.527,Medium,Simulated System Logs
NDA/ARV/HHP/24120,Doxycycline Capsules,China,HealthLink Ltd,Western,Pharmacy,2001.0,2023-09-01,537,3381,20,22,0.508,0,Rainy,0.479,0.335,0.652,Moderate,,48.3,1,0.242,Excellent,0,2.61,12.64,27.69,6,0.453,Low,Simulated System Logs
NDA/ABX/HHP/24121,Doxycycline Capsules,India,Ngoma Distributors,Central,Clinic,1025.0,2023-08-04,258,4158,69,15,0.961,0,Dry,0.777,0.759,0.768,High,20.0,82.6,0,0.302,Fair,0,12.02,10.17,136.66,0,0.191,Medium,Field Survey
NDA/ABX/HHP/24122,Amoxicillin Capsules,Spain,HealthLink Ltd,Eastern,Pharmacy,1975.0,2024-11-24,270,3054,7,19,0.763,0,Rainy,0.48,0.59,0.691,Moderate,23.4,52.7,1,0.423,Excellent,1,2.6,14.35,81.06,2,0.376,Low,Field Survey
